author_name,career_stage,paper_title,paper_year,times_cited,total_authors_listed,coauthors,coauthor_count,coauthor_countries_counts,group,gender,coauthor_genders
Leo Anthony Celi,Senior,Ensembles of Locally Independent Prediction Models,2020,19,4,"Andrew Ross, Weiwei Pan, Finale Doshi‐Velez",3,{'US': 1},treatment,male,"{'M': 1, 'F': 0}"
Leo Anthony Celi,Senior,MIT COVID-19 Datathon: data without boundaries,2020,18,19,"Eva Luo, Sarah Newman, Maelys Amat, Marie‐Laure Charpignon, Erin Duralde, Shrey Jain, Aaron Kaufman, Igor Korolev, Yuan Lai, Barbara D Lam, Megan Lipcsey, A. A. Regueiro Martínez, Oren Mechanic, Jack Mlabasati, Liam G. McCoy, Freddy T. Nguyen, Matthew Samuel, Eric H. Yang",18,"{'IL': 7, 'US': 9, 'GB': 2}",treatment,male,"{'M': 8, 'F': 5}"
Leo Anthony Celi,Senior,Circadian rhythm in critically ill patients: Insights from the eICU Database,2021,17,5,"Sebastian E. Beyer, Cátia M. Salgado, Ines Garçao, Susana M. Vieira",4,"{'US': 2, 'PT': 3}",treatment,male,"{'M': 1, 'F': 3}"
Leo Anthony Celi,Senior,Data-driven curation process for describing the blood glucose management in the intensive care unit,2021,16,10,"Aldo Robles Arévalo, Jason H. Maley, Lawrence Baker, Susana M. Vieira, João M. C. Sousa, Stan N. Finkelstein, Roselyn Mateo-Collado, Jesse D. Raffa, Francis DeMichele",9,"{'PT': 3, 'US': 6}",treatment,male,"{'M': 7, 'F': 2}"
Leo Anthony Celi,Senior,Biomarkers for Progression in Diabetic Retinopathy: Expanding Personalized Medicine through Integration of AI with Electronic Health Records,2021,16,3,"Cris Martin P. Jacoba, Paolo S. Silva",2,{'US': 3},treatment,male,"{'M': 2, 'F': 0}"
Leo Anthony Celi,Senior,Deep learning to predict long-term mortality in patients requiring 7 days of mechanical ventilation,2021,16,9,"Naomi George, Edward T. Moseley, René Eber, Jennifer Siu, Mathew Samuel, Jonathan Yam, Kexin Huang, Charlotta Lindvall",8,{'US': 9},treatment,male,"{'M': 4, 'F': 3}"
Leo Anthony Celi,Senior,Fairness and generalisability in deep learning of retinopathy of prematurity screening algorithms: a literature review,2023,8,10,"Luis Filipe Nakayama, William Mitchell, Lucas Zago Ribeiro, Robyn Gayle Dychiao, Warachaya Phanphruk, Khumbo Kalua, Alvina Pauline D. Santiago, Caio V. Regatieri, Nilva Simeren Bueno de Moraes",9,"{'US': 2, 'AU': 1, 'BR': 3, 'PH': 2, 'TH': 1, 'MW': 1}",treatment,male,"{'M': 4, 'F': 2}"
Leo Anthony Celi,Senior,Digital determinants of health: opportunities and risks amidst health inequities,2023,8,3,"Jack Gallifant, Robin Pierce",2,"{'GB': 2, 'US': 1}",treatment,male,"{'M': 2, 'F': 0}"
Leo Anthony Celi,Senior,A scoping review of the landscape of health-related open datasets in Latin America,2023,8,6,"David Restrepo, Justin Quion, Constanza Vásquez-Venegas, Cleva Villanueva, Luis Filipe Nakayama",5,"{'CO': 1, 'US': 2, 'CL': 1, 'MX': 1, 'BR': 1}",treatment,male,"{'M': 3, 'F': 1}"
Leo Anthony Celi,Senior,Digital determinants of health: Editorial,2023,8,6,"Hamish Fraser, Alvin Marcelo, Mahima Kalla, Khumbo Kalua, Jennifer Ziegler",5,"{'US': 2, 'PH': 1, 'AU': 1, 'MW': 1, 'CA': 1}",treatment,male,"{'M': 2, 'F': 1}"
Leo Anthony Celi,Senior,Identifying and improving the “ground truth” of race in disparities research through improved EMR data reporting. A systematic review,2023,8,8,"Babajide Owosela, Rebecca Steinberg, Sharon Leslie, Saptarshi Purkayastha, Rakesh Shiradkar, Janice Newsome, Judy Wawira Gichoya",7,{'US': 8},treatment,male,"{'M': 1, 'F': 4}"
Leo Anthony Celi,Senior,Analyzing the eICU Collaborative Research Database,2017,19,4,"Alistair E. W. Johnson, Tom Pollard, Roger G. Mark",3,{'US': 4},treatment,male,"{'M': 3, 'F': 0}"
Leo Anthony Celi,Senior,Tackling Regional Public Health Issues Using Mobile Health Technology: Event Report of an mHealth Hackathon in Thailand,2017,19,8,"Atipong Pathanasethpong, Chitsutha Soomlek, Katharine Morley, Michael Morley, Pattarawit Polpinit, Alon Dagan, James W. Weis",7,"{'TH': 3, 'US': 5}",treatment,male,"{'M': 3, 'F': 1}"
Leo Anthony Celi,Senior,Assessing team effectiveness and affective learning in a datathon,2018,19,8,"F Piza, Rodrigo Octávio Deliberato, Lucas Bulgarelli, Fabrício Rodrigues Torres de Carvalho, Roberto Rabello Filho, Miguel Ángel Armengol de la Hoz, Jennifer C. Kesselheim",7,"{'BR': 5, 'US': 2, 'ES': 1}",treatment,male,"{'M': 4, 'F': 1}"
Leo Anthony Celi,Senior,Soluble Intercellular Adhesion Molecule-1: A Potential Biomarker for Pain Intensity in Chronic Pain Patients,2017,17,6,"Benjamin Luchting, Ludwig Christian Giuseppe Hinske, Banafscheh Rachinger-Adam, Simone Kreth, Shahnaz Christina Azad",5,"{'DE': 5, 'US': 1}",treatment,male,"{'M': 2, 'F': 2}"
Leo Anthony Celi,Senior,From Big Data to Artificial Intelligence: Harnessing Data Routinely Collected in the Process of Care*,2018,17,3,"Barret Rush, David J. Stone",2,"{'CA': 1, 'US': 2}",treatment,male,"{'M': 1, 'F': 0}"
Leo Anthony Celi,Senior,One-year mortality after recovery from critical illness: A retrospective cohort study,2018,17,8,"Sharukh Lokhandwala, Ned McCague, Abdullah Chahin, Braiam Escobar, Mengling Feng, Mohammad M. Ghassemi, David J. Stone",7,"{'US': 7, 'SG': 1}",treatment,male,"{'M': 4, 'F': 0}"
Leo Anthony Celi,Senior,Incidence and Risk Model Development for Severe Tachypnea Following Terminal Extubation,2020,16,8,"Corey R. Fehnel, Miguel Ángel Armengol de la Hoz, Margaret Campbell, Khalid A. Hanafy, Ala Nozari, Douglas B. White, Susan L. Mitchell",7,{'US': 8},treatment,male,"{'M': 4, 'F': 3}"
Leo Anthony Celi,Senior,"“Yes, but will it work for my patients?” Driving clinically relevant research with benchmark datasets",2020,16,6,"Trishan Panch, Tom Pollard, Heather Mattie, Emily Lindemer, Pearse A. Keane",5,"{'US': 3, 'GB': 1}",treatment,male,"{'M': 1, 'F': 2}"
Leo Anthony Celi,Senior,Shining Light on Dark Skin: Pulse Oximetry Correction Models,2023,7,6,"João Matos, Tristan Struja, Jack Gallifant, Marie‐Laure Charpignon, Jaime S. Cardoso",5,"{'PT': 2, 'CH': 1, 'US': 2}",treatment,male,"{'M': 4, 'F': 0}"
Leo Anthony Celi,Senior,Access to Palliative Care for Patients Undergoing Mechanical Ventilation With Idiopathic Pulmonary Fibrosis in the United States,2017,16,3,"Barret Rush, Landon Berger",2,"{'CA': 2, 'US': 1}",treatment,male,"{'M': 1, 'F': 0}"
Leo Anthony Celi,Senior,Palliative medicine and hospital readmissions in end-stage liver disease,2019,15,5,"Barret Rush, Clark Fruhstofer, Keith R. Walley, Mayur Brahmania",4,"{'CA': 4, 'US': 1}",treatment,male,"{'M': 2, 'F': 0}"
Leo Anthony Celi,Senior,Deep learning for risk assessment: all about automatic feature extraction,2019,15,2,Christopher V. Cosgriff,1,{'US': 2},treatment,male,"{'M': 1, 'F': 0}"
Leo Anthony Celi,Senior,How Can Artificial Intelligence Make Medicine More Preemptive?,2020,15,3,"Usman Iqbal, Yu‐Chuan Li",2,"{'TW': 2, 'US': 1}",treatment,male,"{'M': 1, 'F': 0}"
Leo Anthony Celi,Senior,"Mortality prediction models, causal effects, and end-of-life decision making in the intensive care unit",2020,15,4,"Jason H. Maley, Kerollos Nashat Wanis, Jessica G. Young",3,{'US': 4},treatment,male,"{'M': 1, 'F': 1}"
Leo Anthony Celi,Senior,Scores to Predict Long-term Mortality in Patients With Severe Pneumonia Still Lacking,2020,14,7,"Luis Felipe Reyes, Esteban García-Gallo, Jennifer-Andrea Pinedo, Manuela Sáenz-Valcárcel, Alejandro Rodríguez, Grant Waterer",6,"{'CO': 4, 'US': 1, 'ES': 1, 'AU': 1}",treatment,male,"{'M': 4, 'F': 1}"
Leo Anthony Celi,Senior,Evaluating Progress on Machine Learning for Longitudinal Electronic Healthcare Data,2020,14,3,"David Bellamy, Andrew L. Beam",2,{'US': 2},treatment,male,"{'M': 2, 'F': 0}"
Leo Anthony Celi,Senior,Acronym Identification and Disambiguation Shared Tasks for Scientific Document Understanding,2020,14,5,"Amir Pouran Ben Veyseh, Franck Dernoncourt, Thien Huu Nguyen, Walter Chang",4,{'US': 3},treatment,male,"{'M': 3, 'F': 0}"
Leo Anthony Celi,Senior,Prediction of blood lactate values in critically ill patients: a retrospective multi-center cohort study,2021,14,6,"Behrooz Mamandipoor, Wesley Yeung, Louis Agha-Mir-Salim, David J. Stone, Venet Osmani",5,"{'IT': 2, 'US': 4}",treatment,male,"{'M': 3, 'F': 0}"
Leo Anthony Celi,Senior,Predicting hypoglycemia in critically Ill patients using machine learning and electronic health records,2021,13,7,"Sreekar Mantena, Aldo Robles Arévalo, Jason H. Maley, Susana M. Vieira, Roselyn Mateo-Collado, João M. C. Sousa",6,"{'US': 4, 'PT': 3}",treatment,male,"{'M': 3, 'F': 2}"
Leo Anthony Celi,Senior,The “Ecosystem as a Service (EaaS)” approach to advance clinical artificial intelligence (cAI),2022,10,6,"Euma Ishii, Shion Seino, Daniel K. Ebner, Maryam Vareth, Ming Jack Po",5,"{'JP': 1, 'US': 3}",treatment,male,"{'M': 1, 'F': 1}"
Leo Anthony Celi,Senior,Exploring biases in predictive modelling across diverse populations,2022,10,5,"Nishwant Swami, Chiara Corti, Giuseppe Curigliano, Edward Christopher Dee",4,"{'US': 3, 'IT': 2}",treatment,male,"{'M': 2, 'F': 1}"
Leo Anthony Celi,Senior,A novel Vascular Leak Index identifies sepsis patients with a higher risk for in-hospital death and fluid accumulation,2022,10,10,"Jay Chandra, Miguel Ángel Armengol de la Hoz, Gwendolyn Lee, Alexandria Lee, Patrick Thoral, Paul Elbers, Hyung‐Chul Lee, John S. Munger, David A. Kaufman",9,"{'US': 7, 'NL': 2, 'KR': 1}",treatment,male,"{'M': 6, 'F': 2}"
Leo Anthony Celi,Senior,Clinically Interpretable Machine Learning Models for Early Prediction of Mortality in Older Patients with Multiple Organ Dysfunction Syndrome: An International Multicenter Retrospective Study,2022,10,16,"Xiaoli Liu, Clark DuMontier, Pan Hu, Chao Liu, Wesley Yeung, Zhi Mao, Vanda Ho, Patrick Thoral, Po‐Chih Kuo, Jie Hu, Deyu Li, Desen Cao, Roger G. Mark, FeiHu Zhou, Zhengbo Zhang",15,"{'CN': 7, 'US': 3, 'SG': 2, 'NL': 1, 'TW': 1}",treatment,male,"{'M': 4, 'F': 1}"
Leo Anthony Celi,Senior,Evaluating the Impact of Social Determinants on Health Prediction in the Intensive Care Unit,2023,6,5,"Ming Ying Yang, Gloria Hyunjung Kwak, Tom Pollard, Marzyeh Ghassemi",4,"{'US': 4, 'CA': 1}",treatment,male,"{'M': 1, 'F': 1}"
Leo Anthony Celi,Senior,From quality improvement to equality improvement projects: A scoping review and framework,2023,6,4,"Jack Gallifant, Molly Griffin, Robin Pierce",3,"{'GB': 2, 'US': 2}",treatment,male,"{'M': 2, 'F': 1}"
Leo Anthony Celi,Senior,Patient diversity and author representation in clinical studies supporting the Surviving Sepsis Campaign guidelines for management of sepsis and septic shock 2021: a systematic review of citations,2023,6,19,"Lama Nazer, Aseel Abusara, Batoul Aloran, Tamás Szakmány, Hamza Nabulsi, Anton Petushkov, Marie‐Laure Charpignon, Taghreed Ahmed, Marisa Cobanaj, Mohammad Elaibaid, Christian Lee, Chenyu Li, Donald Mlombwa, Sulaiman Moukheiber, Anupol Panitchote, Rachael Parke, Skyler Shapiro, Naira Link Woite",18,"{'JO': 4, 'GB': 1, 'US': 8, 'SD': 2, 'DE': 1, 'TH': 1, 'NZ': 1}",treatment,male,"{'M': 7, 'F': 5}"
Leo Anthony Celi,Senior,Potential Adverse Effects of Broad-Spectrum Antimicrobial Exposure in the Intensive Care Unit,2017,14,5,"Jenna Wiens, Graham M. Snyder, Samuel R.G. Finlayson, Monica V. Mahoney",4,{'US': 5},treatment,male,"{'M': 2, 'F': 2}"
Leo Anthony Celi,Senior,Enabling Machine Learning in Critical Care.,2017,14,2,Tom Pollard,1,{'US': 2},treatment,male,"{'M': 1, 'F': 0}"
Leo Anthony Celi,Senior,Lower household income is associated with an increased risk of hospital readmission in patients with decompensated cirrhosis,2020,13,5,"Mayur Brahmania, Katie Wiskar, Keith R. Walley, Barret Rush",4,"{'CA': 4, 'US': 1}",treatment,male,"{'M': 1, 'F': 1}"
Leo Anthony Celi,Senior,"The ""inconvenient truth"" about AI in healthcare",2019,13,3,"Trishan Panch, Heather Mattie",2,{},treatment,male,"{'M': 0, 'F': 1}"
Leo Anthony Celi,Senior,Comparing Rule-Based and Deep Learning Models for Patient Phenotyping,2017,13,11,"Sebastian Gehrmann, Franck Dernoncourt, Yeran Li, Eric T. Carlson, Joy T. Wu, Jonathan Welt, John Foote, Edward T. Moseley, David W. Grant, Patrick D. Tyler",10,{},treatment,male,"{'M': 8, 'F': 1}"
Leo Anthony Celi,Senior,A scoping review of artificial intelligence applications in thoracic surgery,2021,12,10,"Kenneth P. Seastedt, Dana Moukheiber, Saurabh Mahindre, Chaitanya Thammineni, Darin Rosen, Ammara A. Watkins, Daniel A. Hashimoto, Chuong D. Hoang, Jacques Kpodonu",9,{'US': 10},treatment,male,"{'M': 4, 'F': 2}"
Leo Anthony Celi,Senior,The challenges of combatting antimicrobial resistance in the Philippines,2022,9,5,"Janine Patricia G Robredo, Michelle Ann B Eala, Joseph Alexander Paguio, Maria Sonia S. Salamat",4,"{'PH': 3, 'US': 2}",treatment,male,"{'M': 1, 'F': 3}"
Leo Anthony Celi,Senior,Learning to Ask Like a Physician,2022,9,18,"Eric Lehman, Vladislav Lialin, Katelyn Edelwina Legaspi, Anne Janelle Sy, Patricia Therese Pile, Nicole Rose I. Alberto, Richard Raymund Ragasa, Corinna Victoria Puyat, Marianne Katharina Taliño, Isabelle Rose Alberto, Pia Gabrielle Alfonso, Dana Moukheiber, Byron Wallace, Anna Rumshisky, Jennifer L. Liang, Preethi Raghavan, Peter Szolovits",17,"{'US': 8, 'PH': 4, 'IL': 1}",treatment,male,"{'M': 5, 'F': 11}"
Leo Anthony Celi,Senior,An interpretable RL framework for pre-deployment modeling in ICU hypotension management,2022,9,8,"Kristine Zhang, Henry E. Wang, Jianzhun Du, Brian Chu, Aldo Robles Arévalo, Ryan Kindle, Finale Doshi‐Velez",7,"{'US': 7, 'PT': 1}",treatment,male,"{'M': 4, 'F': 1}"
Leo Anthony Celi,Senior,An Evaluation of the Influence of Body Mass Index on Severity Scoring*,2018,12,10,"Rodrigo Octávio Deliberato, Ary Serpa Neto, Matthieu Komorowski, David J. Stone, Stephanie Q Ko, Lucas Bulgarelli, Carolina Rodrigues Ponzoni, Renato Carneiro de Freitas Chaves, Alistair E. W. Johnson",9,"{'US': 6, 'BR': 4}",treatment,male,"{'M': 7, 'F': 2}"
Leo Anthony Celi,Senior,Association of Chloride Ion and Sodium-Chloride Difference With Acute Kidney Injury and Mortality in Critically Ill Patients,2020,12,4,"Satoshi Kimura, Miguel Ángel Armengol de la Hoz, Nathan H. Raines",3,"{'JP': 1, 'ES': 3}",treatment,male,"{'M': 3, 'F': 0}"
Leo Anthony Celi,Senior,Developing and Validating Multi-Modal Models for Mortality Prediction in COVID-19 Patients: a Multi-center Retrospective Study,2022,8,18,"Joy T. Wu, Miguel Ángel Armengol de la Hoz, Po‐Chih Kuo, Joseph Alexander Paguio, Jasper Seth Yao, Edward Christopher Dee, Wesley Yeung, Jerry Jurado, Achintya Moulick, Carmelo Milazzo, Paloma Peinado, Paula Villares, Antonio Cubillo, José F. Varona, Hyung‐Chul Lee, Alberto Estirado, José María Castellano",17,"{'US': 11, 'ES': 6, 'KR': 1}",treatment,male,"{'M': 11, 'F': 3}"
Leo Anthony Celi,Senior,Enabling chronic obstructive pulmonary disease diagnosis through chest X-rays: A multi-site and multi-modality study,2023,5,14,"Ryan Wang, Li-Ching Chen, Lama Moukheiber, Kenneth P. Seastedt, Mira Moukheiber, Dana Moukheiber, Zachary Zaiman, Sulaiman Moukheiber, Tess Litchman, Hari Trivedi, Rebecca Steinberg, Judy Wawira Gichoya, Po‐Chih Kuo",13,"{'TW': 3, 'US': 11}",treatment,male,"{'M': 5, 'F': 6}"
Leo Anthony Celi,Senior,Unmasking Biases and Navigating Pitfalls in the Ophthalmic Artificial Intelligence Lifecycle: A Review,2023,5,11,"Luis Filipe Nakayama, João Matos, Justin Quion, Frederico do Carmo Novaes, William Mitchell, Rogers Mwavu, Ju-Yi Ji Hung, Alvina Pauline D. Santiago, Warachaya Phanphruk, Jaime S. Cardoso",10,{},treatment,male,"{'M': 6, 'F': 1}"
Leo Anthony Celi,Senior,Advancing equitable and personalized cancer care: Novel applications and priorities of artificial intelligence for fairness and inclusivity in the patient care workflow,2023,5,10,"Marisa Cobanaj, Chiara Corti, Edward Christopher Dee, Lucas McCullum, Laura Boldrini, Ilana Schlam, Sara M. Tolaney, Giuseppe Curigliano, Carmen Criscitiello",9,"{'DE': 1, 'US': 6, 'IT': 3}",treatment,male,"{'M': 3, 'F': 6}"
Leo Anthony Celi,Senior,Normalization of mechanical power to anthropometric indices: impact on its association with mortality in critically ill patients,2019,11,8,"Ary Serpa Neto, Rodrigo Octávio Deliberato, Alistair Ew Johnson, Tom Pollard, Paolo Pelosi, Marcelo Gama de Abreu, Marcus J. Schultz",7,"{'NL': 1, 'BR': 1, 'IT': 1, 'DE': 1, 'TH': 1}",treatment,male,"{'M': 7, 'F': 0}"
Leo Anthony Celi,Senior,Physician satisfaction with a multi-platform digital scheduling system,2017,10,7,"Rodrigo Octávio Deliberato, Leonardo Lima Rocha, Alex Heitor Lima, Caroline Reis Maia Santiago, José Cláudio Terra, Alon Dagan",6,"{'US': 3, 'BR': 4}",treatment,male,"{'M': 5, 'F': 1}"
Leo Anthony Celi,Senior,Unsupervised learning for county-level typological classification for COVID-19 research,2020,10,4,"Yuan Lai, Marie‐Laure Charpignon, Daniel K. Ebner",3,{'US': 4},treatment,male,"{'M': 1, 'F': 0}"
Leo Anthony Celi,Senior,First Brazilian datathon in critical care,2018,9,13,"Ary Serpa Neto, Guillaume Kugener, Lucas Bulgarelli, Roberto Rabello Filho, Miguel Ángel Armengol de la Hoz, Alistair Ew Johnson, Kenneth Paik, Felipe Torres, Xie Chen, Edson Amaro, Leonardo José Rolim Ferraz, Rodrigo Octávio Deliberato",12,"{'BR': 4, 'US': 9}",treatment,male,"{'M': 11, 'F': 0}"
Leo Anthony Celi,Senior,Interpretable Off-Policy Evaluation in Reinforcement Learning by Highlighting Influential Transitions,2020,9,7,"Omer Gottesman, Joseph Futoma, Yao Liu, Sonali Parbhoo, Emma Brunskill, Finale Doshi‐Velez",6,{},treatment,male,"{'M': 2, 'F': 2}"
Leo Anthony Celi,Senior,Vital signs as a source of racial bias,2022,7,7,"Bojana Velichkovska, Hristijan Gjoreski, Daniel Denkovski, Marija Kalendar, Behrooz Mamandipoor, Venet Osmani",6,"{'MK': 4, 'IT': 2, 'US': 1}",treatment,male,"{'M': 2, 'F': 2}"
Leo Anthony Celi,Senior,Operationalising fairness in medical algorithms,2022,7,4,"Sonali Parbhoo, Judy Wawira Gichoya, Miguel Ángel Armengol de la Hoz",3,"{'US': 3, 'ES': 1}",treatment,male,"{'M': 1, 'F': 2}"
Leo Anthony Celi,Senior,"Structural under-reporting of informed consent, data handling and sharing, ethical approval, and application of Open Science principles as proxies for study quality conduct in COVID-19 research: a systematic scoping review",2023,4,14,"Nick Wilmes, Charlotte W. E. Hendriks, Caspar T A Viets, Simon Cornelissen, Walther van Mook, Josanne Cox‐Brinkman, Nicole Martinez‐Martin, Judy Wawira Gichoya, Craig Watkins, Ferishta Bakhshi‐Raiez, Laure Wynants, Iwan C.C. van der Horst, Bas C. T. van Bussel",13,"{'NL': 9, 'US': 4, 'BE': 1}",treatment,male,"{'M': 7, 'F': 4}"
Leo Anthony Celi,Senior,Fusion of imaging and non-imaging data for disease trajectory prediction for coronavirus disease 2019 patients,2023,4,9,"Amara Tariq, Siyi Tang, Hifza Sakhi, Janice Newsome, Daniel L. Rubin, Hari Trivedi, Judy Wawira Gichoya, Imon Banerjee",8,{'US': 9},treatment,male,"{'M': 2, 'F': 3}"
Leo Anthony Celi,Senior,Investigating the Impact of Automation on the Health Care Workforce Through Autonomous Telemedicine in the Cataract Pathway: Protocol for a Multicenter Study,2023,4,6,"Sarah Khavandi, Fatema Zaghloul, Aisling Higham, Ernest Lim, Nick de Pennington",5,"{'GB': 4, 'US': 1}",treatment,male,"{'M': 2, 'F': 3}"
Leo Anthony Celi,Senior,Generalization in medical AI: a perspective on developing scalable models,2023,4,3,"Joachim A. Behar, Jeremy Levy",2,{},treatment,male,"{'M': 2, 'F': 0}"
Leo Anthony Celi,Senior,Boosting Clinical Decision-making: Machine Learning for Intensive Care Unit Discharge,2018,9,3,"Christopher V. Cosgriff, Christopher Martin Sauer",2,{'US': 3},treatment,male,"{'M': 2, 'F': 0}"
Leo Anthony Celi,Senior,Predicting Blood Pressure Response to Fluid Bolus Therapy Using Attention-Based Neural Networks for Clinical Interpretability,2018,9,6,"Uma Girkar, Ryo Uchimido, Li-wei H. Lehman, Peter Szolovits, Wei‐Hung Weng",5,{},treatment,male,"{'M': 1, 'F': 1}"
Leo Anthony Celi,Senior,Withholding or withdrawing invasive interventions may not accelerate time to death among dying ICU patients,2019,8,5,"Daniele Ramazzotti, Peter Clardy, David J. Stone, Robert S. Rudin",4,{'US': 5},treatment,male,"{'M': 3, 'F': 1}"
Leo Anthony Celi,Senior,Expert-Supervised Reinforcement Learning for Offline Policy Learning and Evaluation,2020,8,5,"Aaron Sonabend-W, Junwei Lu, Tianxi Cai, Peter Szolovits",4,{'US': 5},treatment,male,"{'M': 2, 'F': 0}"
